season,prediction,win,draw
2016,0.4421052631578947,1.7371,1.2601
2016,0.45789473684210524,1.7049,1.2549
2016,0.4710526315789474,1.6713,1.2623
2016,0.4473684210526316,1.6703,1.2593
2016,0.3973684210526316,1.6634,1.2574
2016,0.4105263157894737,1.6653,1.2633
2016,0.3973684210526316,1.6530,1.2570
2016,0.4473684210526316,1.6658,1.2578
2016,0.4473684210526316,1.6631,1.2451
2016,0.44473684210526315,1.6571,1.2481
2016,0.4421052631578947,1.6571,1.2471
2016,0.4105263157894737,1.6507,1.2547
2016,0.3736842105263158,1.6473,1.2633
2016,0.4368421052631579,1.6491,1.2611
2016,0.4263157894736842,1.6458,1.2528
2016,0.48157894736842105,1.6318,1.2438
2016,0.42894736842105263,1.6455,1.2465
2016,0.4473684210526316,1.6586,1.2486
2016,0.45263157894736844,1.6444,1.2494
2016,0.39473684210526316,1.6421,1.2541
2016,0.49473684210526314,1.6630,1.2500
2016,0.42894736842105263,1.6455,1.2445
2016,0.39210526315789473,1.6445,1.2405
2016,0.4105263157894737,1.6453,1.2353
2016,0.39473684210526316,1.6474,1.2374
2016,0.3894736842105263,1.6757,1.2397
2016,0.4,1.6715,1.2415
2016,0.4236842105263158,1.6594,1.2454
2016,0.45526315789473687,1.6626,1.2476
2016,0.4394736842105263,1.6412,1.2462
2016,0.4105263157894737,1.6624,1.2334
2016,0.43157894736842106,1.6557,1.2327
2016,0.4394736842105263,1.6611,1.2371
2016,0.4052631578947368,1.6749,1.2479
2016,0.4473684210526316,1.6752,1.2472
2016,0.43157894736842106,1.6725,1.2515
2016,0.4342105263157895,1.6843,1.2403
2016,0.44473684210526315,1.6741,1.2491
2016,0.45526315789473687,1.6616,1.2536
2016,0.4368421052631579,1.6509,1.2629
2016,0.41578947368421054,1.6573,1.2523
2016,0.4394736842105263,1.6563,1.2473
2016,0.43157894736842106,1.6744,1.2424
2016,0.42894736842105263,1.6637,1.2487
2016,0.3894736842105263,1.6519,1.2499
2016,0.42894736842105263,1.6480,1.2470
2016,0.41842105263157897,1.6642,1.2472
2016,0.4868421052631579,1.6601,1.2381
2016,0.42894736842105263,1.6700,1.2320
2016,0.4394736842105263,1.6830,1.2200
2016,0.43157894736842106,1.6895,1.2185
2016,0.37894736842105264,1.6705,1.2265
2016,0.4421052631578947,1.6783,1.2263
2016,0.42105263157894735,1.6661,1.2331
