season,prediction,win,draw
2017,0.4236842105263158,1.6806,1.2506
2017,0.4105263157894737,1.6914,1.2414
2017,0.39473684210526316,1.7067,1.2287
2017,0.38421052631578945,1.6984,1.2464
2017,0.40789473684210525,1.6975,1.2405
2017,0.46578947368421053,1.7005,1.2425
2017,0.45,1.7051,1.2401
2017,0.43157894736842106,1.6840,1.2520
2017,0.40789473684210525,1.6926,1.2436
2017,0.40789473684210525,1.7225,1.2345
2017,0.42105263157894735,1.7094,1.2294
2017,0.4342105263157895,1.7200,1.2370
2017,0.3868421052631579,1.7031,1.2331
2017,0.39210526315789473,1.7184,1.2374
2017,0.4,1.7167,1.2487
2017,0.4105263157894737,1.7110,1.2410
2017,0.45,1.7105,1.2465
2017,0.3894736842105263,1.7136,1.2396
2017,0.42105263157894735,1.7001,1.2321
2017,0.41842105263157897,1.7004,1.2254
2017,0.4263157894736842,1.7064,1.2324
2017,0.3815789473684211,1.7055,1.2375
2017,0.4131578947368421,1.6862,1.2392
2017,0.4394736842105263,1.7149,1.2439
2017,0.45526315789473687,1.7089,1.2449
2017,0.4263157894736842,1.7110,1.2360
2017,0.4421052631578947,1.7031,1.2401
2017,0.37105263157894736,1.7023,1.2433
2017,0.4263157894736842,1.6877,1.2487
2017,0.3894736842105263,1.6914,1.2494
2017,0.4263157894736842,1.6920,1.2370
2017,0.41842105263157897,1.6709,1.2349
2017,0.42105263157894735,1.6736,1.2276
2017,0.4105263157894737,1.6787,1.2417
2017,0.4605263157894737,1.6782,1.2422
2017,0.45263157894736844,1.6904,1.2374
2017,0.4342105263157895,1.6834,1.2344
2017,0.42894736842105263,1.6870,1.2350
2017,0.4368421052631579,1.7020,1.2400
2017,0.4052631578947368,1.7050,1.2320
2017,0.40789473684210525,1.7012,1.2322
2017,0.44473684210526315,1.6941,1.2311
2017,0.4421052631578947,1.7094,1.2264
2017,0.4131578947368421,1.7087,1.2267
2017,0.39210526315789473,1.7021,1.2271
2017,0.4236842105263158,1.6887,1.2267
2017,0.4342105263157895,1.6971,1.2221
2017,0.4131578947368421,1.6945,1.2305
2017,0.43157894736842106,1.6936,1.2346
2017,0.4763157894736842,1.7011,1.2321
2017,0.4236842105263158,1.6969,1.2309
2017,0.4421052631578947,1.7045,1.2295
2017,0.4368421052631579,1.7026,1.2336
2017,0.44473684210526315,1.7021,1.2401
2017,0.41578947368421054,1.7249,1.2299
2017,0.4342105263157895,1.7071,1.2291
2017,0.43157894736842106,1.7083,1.2283
2017,0.39473684210526316,1.6980,1.2210
2017,0.4105263157894737,1.7057,1.2277
2017,0.4421052631578947,1.7011,1.2201
2017,0.4105263157894737,1.7034,1.2214
2017,0.4263157894736842,1.6904,1.2324
2017,0.4763157894736842,1.6925,1.2345
2017,0.4131578947368421,1.6959,1.2399
2017,0.4421052631578947,1.6848,1.2428
2017,0.4052631578947368,1.7004,1.2374
2017,0.4052631578947368,1.7000,1.2400
2017,0.4342105263157895,1.6844,1.2454
2017,0.42894736842105263,1.6969,1.2289
2017,0.44473684210526315,1.6891,1.2291
2017,0.41578947368421054,1.6951,1.2191
2017,0.4368421052631579,1.6789,1.2209
2017,0.4342105263157895,1.6746,1.2306
2017,0.41578947368421054,1.7039,1.2309
2017,0.43157894736842106,1.6985,1.2225
2017,0.4394736842105263,1.6826,1.2246
2017,0.45263157894736844,1.6920,1.2240
2017,0.43157894736842106,1.6903,1.2233
2017,0.42105263157894735,1.6893,1.2283
2017,0.40789473684210525,1.7005,1.2275
2017,0.4052631578947368,1.6871,1.2341
2017,0.4263157894736842,1.6894,1.2394
2017,0.4263157894736842,1.7217,1.2297
2017,0.42894736842105263,1.7033,1.2393
2017,0.4421052631578947,1.6861,1.2521
2017,0.43157894736842106,1.7019,1.2589
2017,0.4105263157894737,1.6764,1.2574
2017,0.45263157894736844,1.6936,1.2646
2017,0.4105263157894737,1.7061,1.2521
2017,0.4105263157894737,1.7043,1.2473
2017,0.42105263157894735,1.6836,1.2536
2017,0.41842105263157897,1.6890,1.2450
2017,0.42894736842105263,1.6874,1.2494
2017,0.42894736842105263,1.6939,1.2449
2017,0.4105263157894737,1.6915,1.2425
2017,0.4026315789473684,1.6973,1.2463
2017,0.3973684210526316,1.6932,1.2482
2017,0.4131578947368421,1.6885,1.2445
2017,0.41578947368421054,1.6979,1.2329
2017,0.45526315789473687,1.6985,1.2285
2017,0.4105263157894737,1.6858,1.2248
2017,0.4,1.6992,1.2332
2017,0.39210526315789473,1.6970,1.2420
2017,0.4342105263157895,1.6932,1.2402
2017,0.45,1.6834,1.2374
2017,0.4026315789473684,1.6772,1.2392
2017,0.4105263157894737,1.6792,1.2462
2017,0.42894736842105263,1.6930,1.2270
2017,0.4421052631578947,1.6894,1.2284
2017,0.39473684210526316,1.6921,1.2231
2017,0.45,1.7014,1.2244
2017,0.3868421052631579,1.6885,1.2235
2017,0.4631578947368421,1.6975,1.2275
2017,0.3736842105263158,1.6809,1.2269
2017,0.45526315789473687,1.6763,1.2373
2017,0.3736842105263158,1.6771,1.2451
2017,0.4052631578947368,1.6785,1.2475
2017,0.45,1.6821,1.2451
2017,0.39210526315789473,1.6913,1.2463
2017,0.41578947368421054,1.6934,1.2464
2017,0.4105263157894737,1.7011,1.2491
2017,0.41842105263157897,1.6913,1.2463
2017,0.45,1.6864,1.2334
2017,0.43157894736842106,1.6701,1.2241
2017,0.41578947368421054,1.6741,1.2201
2017,0.4105263157894737,1.6739,1.2229
2017,0.4236842105263158,1.6723,1.2283
2017,0.4394736842105263,1.6740,1.2240
2017,0.42894736842105263,1.6747,1.2237
2017,0.40789473684210525,1.6608,1.2278
2017,0.44473684210526315,1.6746,1.2306
2017,0.4131578947368421,1.6868,1.2248
